City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kapuskasing,49.4169,-82.4331,15.44,60,13,3.05,CA,1683767678
363,paola,39.3599,16.0396,14.27,89,100,1.76,IT,1683767678
364,sumbawa besar,-8.5,117.4333,28.6,73,100,4.05,ID,1683767679
365,kudahuvadhoo,2.6708,72.8944,28.42,79,86,7.37,MV,1683767632
366,island harbour,50.724,-1.2758,11.1,88,89,0.45,GB,1683767679
367,shatsk,54.0258,41.7119,6.42,75,100,2.95,RU,1683767679
368,regina,50.4501,-104.6178,21.06,40,20,4.63,CA,1683767175
369,cernavoda,44.3667,28.0167,6.69,87,6,1.62,RO,1683767680
370,ruidoso,33.3317,-105.673,20.03,12,0,12.86,US,1683767685
371,namtsy,62.7161,129.6658,3.64,60,99,6.46,RU,1683767686
372,salinopolis,-0.6136,-47.3561,26.0,86,94,2.67,BR,1683767622
373,sawakin,19.1059,37.3321,25.32,57,100,2.0,SD,1683767687
374,neiafu,-18.65,-173.9833,28.38,74,20,4.12,TO,1683767687
375,charleville-mezieres,49.7667,4.7167,10.43,95,97,1.52,FR,1683767687
376,vila velha,-20.3297,-40.2925,23.3,94,75,1.03,BR,1683767688
377,kapa'a,22.0752,-159.319,27.99,70,0,5.66,US,1683767688
378,gazojak,41.1875,61.4036,25.37,20,100,3.13,TM,1683767688
379,oppdal,62.5943,9.6912,5.07,84,64,4.13,NO,1683767689
380,hadibu,12.65,54.0333,28.25,66,33,1.64,YE,1683767689
381,sake,-1.5736,29.045,17.55,96,100,0.83,CD,1683767689
382,volokolamsk,56.0336,35.9694,5.4,77,32,1.73,RU,1683767689
383,sao joao da barra,-21.6403,-41.0511,22.46,92,100,2.84,BR,1683767569
384,byron center,42.8122,-85.7228,19.08,51,40,2.57,US,1683767690
385,burley,42.5357,-113.7928,17.98,32,0,4.47,US,1683767119
386,yeppoon,-23.1333,150.7333,22.88,78,63,7.64,AU,1683767690
387,baoqing,46.3317,132.2111,17.73,34,100,3.23,CN,1683767691
388,behompy,-23.2496,43.8557,22.03,72,100,1.69,MG,1683767691
389,jinghong,21.991,100.7341,26.09,73,5,0.93,CN,1683767691
390,the pas,53.8251,-101.2541,16.62,62,20,2.64,CA,1683767692
391,luderitz,-26.6481,15.1594,14.44,80,44,4.2,NA,1683767692
392,dingtao,35.0683,115.5625,21.49,38,81,0.88,CN,1683767692
393,letterkenny,54.95,-7.7333,10.21,97,99,3.54,IE,1683767693
394,tidaholm,58.1804,13.9582,9.03,68,9,2.02,SE,1683767693
395,imperatriz,-5.5264,-47.4917,25.3,72,77,0.93,BR,1683767693
396,selibaby,15.159,-12.1829,34.89,26,64,5.95,MR,1683767694
397,sopur,34.3,74.4667,8.58,53,0,1.07,IN,1683767694
398,kuala belait,4.5833,114.1833,29.39,70,76,2.06,BN,1683767695
399,poltavka,54.3663,71.7632,7.08,76,66,7.32,RU,1683767695
400,guercif,34.2257,-3.3536,21.32,52,100,1.44,MA,1683767695
401,campbell river,50.0163,-125.2446,18.03,55,90,1.86,CA,1683767417
402,betare oya,5.6,14.0833,21.03,87,73,1.27,CM,1683767696
403,upata,8.0086,-62.3989,26.77,78,99,1.73,VE,1683767696
404,sinjai,-5.1241,120.253,28.07,83,78,1.3,ID,1683767696
405,lompoc,34.6391,-120.4579,20.43,72,0,9.26,US,1683767696
406,tete,-16.1564,33.5867,17.85,80,100,1.13,MZ,1683767697
407,pathein,16.7833,94.7333,30.04,67,100,2.94,MM,1683767697
408,scandiano,44.5965,10.6907,14.2,91,100,2.24,IT,1683767697
409,pervomayskoye,43.919,46.7102,12.1,81,55,2.26,RU,1683767597
410,coquimbo,-29.9533,-71.3436,13.85,88,100,0.0,CL,1683767478
411,jaraiz de la vera,40.0601,-5.7543,11.88,34,30,2.1,ES,1683767698
412,onega,63.9061,38.1404,6.11,79,100,1.97,RU,1683767698
413,mangrol,21.1167,70.1167,29.3,52,0,4.62,IN,1683767699
414,puerto princesa,9.7392,118.7353,30.99,70,20,3.09,PH,1683767699
415,mabaruma,8.2,-59.7833,23.14,91,33,1.43,GY,1683767699
416,fort bragg,35.139,-79.006,21.06,61,0,2.06,US,1683767699
417,frontera,26.9333,-101.45,34.07,27,40,1.79,MX,1683767700
418,cedeira,43.6797,-8.0209,13.54,82,36,2.08,ES,1683767700
419,amga,60.8953,131.9608,2.45,87,100,2.69,RU,1683767701
420,ambon,-3.6954,128.1814,29.08,95,40,1.54,ID,1683767701
421,igrim,63.1906,64.4162,0.35,79,8,2.72,RU,1683767701
422,rikaze,29.25,88.8833,4.9,36,23,1.26,CN,1683767702
423,sandefjord,59.1312,10.2167,11.82,74,100,1.54,NO,1683767702
424,truth or consequences,33.1284,-107.2528,23.28,9,0,14.4,US,1683767702
425,voinjama,8.4219,-9.7478,22.46,83,100,0.7,LR,1683767703
426,babayevo,59.3936,35.9371,5.96,71,33,1.6,RU,1683767703
427,ouargaye,11.5033,0.0572,32.84,36,100,4.45,BF,1683767703
428,ciudad lazaro cardenas,17.9583,-102.2,27.82,72,94,3.9,MX,1683767704
429,tocopilla,-22.092,-70.1979,19.92,72,36,3.07,CL,1683767514
430,deogarh,21.5333,84.7333,27.61,69,94,0.31,IN,1683767548
431,peace river,56.2501,-117.286,22.2,28,9,0.83,CA,1683767705
432,bonanza,14.0289,-84.591,25.91,72,71,0.94,NI,1683767705
433,dunedin,-45.8742,170.5036,8.78,70,77,4.02,NZ,1683767542
434,dombarovskiy,50.7587,59.5386,7.0,89,71,5.26,RU,1683767706
435,bechar,31.6167,-2.2167,26.32,16,2,3.16,DZ,1683767706
436,west livingston,30.6983,-95.0019,23.03,91,100,0.89,US,1683767706
437,san javier,37.8063,-0.8374,19.99,77,33,3.58,ES,1683767707
438,brookings,44.3114,-96.7984,18.99,76,100,7.2,US,1683767707
439,rathenow,52.6066,12.337,13.95,96,98,1.69,DE,1683767707
440,ad dabbah,18.05,30.95,28.49,11,100,3.27,SD,1683767708
441,pyay,18.8167,95.2167,30.89,60,100,3.79,MM,1683767708
442,northam,51.0333,-4.2167,11.45,94,84,3.14,GB,1683767709
443,ola,59.5833,151.2833,2.28,79,26,3.85,RU,1683767709
444,necochea,-38.5473,-58.7368,9.63,70,100,2.66,AR,1683767709
445,kiunga,-6.1219,141.2906,28.35,76,97,1.36,PG,1683767710
446,belmonte,-15.8631,-38.8828,23.8,85,58,3.77,BR,1683767710
447,chos malal,-37.3781,-70.2709,13.88,31,100,0.84,AR,1683767711
448,daru,-9.0763,143.2092,26.05,92,100,6.02,PG,1683767712
449,whakatane,-37.9585,176.9854,15.28,75,100,0.89,NZ,1683767712
450,cooma,-36.2333,149.1333,12.3,57,0,2.5,AU,1683767712
451,asyqata,40.8994,68.3611,20.59,32,100,2.35,KZ,1683767712
452,sao domingos do maranhao,-5.5758,-44.3853,24.3,72,30,0.86,BR,1683767713
453,kerben,40.2951,72.1863,14.28,21,44,2.79,KG,1683767714
454,port douglas,-16.4833,145.4667,24.94,70,71,6.78,AU,1683767714
455,turbat,26.0023,63.044,28.44,39,0,1.07,PK,1683767714
456,poxoreo,-15.8372,-54.3892,21.08,67,73,0.23,BR,1683767715
457,pyt-yakh,60.7499,72.8582,3.04,82,100,3.89,RU,1683767716
458,wenling,28.3669,121.36,17.52,69,99,2.7,CN,1683767716
459,ponta delgada,37.7333,-25.6667,17.4,82,75,4.63,PT,1683767717
460,mckinleyville,40.9465,-124.1006,14.03,88,100,6.17,US,1683767717
461,chaykovskiy,56.7686,54.1148,7.45,72,100,1.67,RU,1683767717
462,lautoka,-17.6167,177.4667,28.92,61,20,4.63,FJ,1683767717
463,jaru,-10.4389,-62.4664,22.51,93,51,0.89,BR,1683767718
464,agat village,13.3886,144.6585,31.52,78,75,5.66,GU,1683767718
465,aykhal,66.0,111.5,-6.76,86,77,8.34,RU,1683767719
466,east ballina,-28.8667,153.5833,18.9,83,66,4.15,AU,1683767719
467,chengde,40.9725,117.9361,20.85,33,100,1.88,CN,1683767720
468,puerto deseado,-47.7503,-65.8938,10.74,78,100,13.12,AR,1683767720
469,soio,-6.1349,12.3689,26.43,92,32,3.33,AO,1683767720
470,nuku'alofa,-21.1333,-175.2,29.19,79,20,3.6,TO,1683767721
471,khandyga,62.6667,135.6,3.75,87,100,2.75,RU,1683767721
472,ceeldheer,3.8488,47.1806,25.95,83,13,6.4,SO,1683767721
473,tahe,52.3333,124.7333,19.23,20,16,2.27,CN,1683767722
474,bargaal,11.2864,51.0773,27.46,71,100,0.26,SO,1683767722
475,breves,-1.6822,-50.4803,23.99,97,100,1.49,BR,1683767723
476,beyla,8.6833,-8.6333,21.39,90,100,1.09,GN,1683767723
477,cox's bazar,21.4532,91.9798,27.8,69,11,1.79,BD,1683767562
478,melekeok village,7.4957,134.6367,29.31,74,75,2.06,PW,1683767724
479,scottburgh,-30.2867,30.7532,17.23,71,0,3.24,ZA,1683767724
480,cadale,2.7603,46.3222,26.72,83,75,7.15,SO,1683767725
481,zhangye,38.9342,100.4517,15.04,27,88,2.02,CN,1683767726
482,sitka,57.0531,-135.33,11.94,66,20,6.17,US,1683767614
483,villa alemana,-33.0422,-71.3733,14.05,82,0,1.54,CL,1683767727
484,khanty-mansiysk,61.0042,69.0019,0.06,100,40,3.13,RU,1683767614
485,copiapo,-27.3667,-70.3333,11.83,62,20,0.2,CL,1683767367
486,bayramaly,37.6185,62.1671,23.14,35,100,5.83,TM,1683767728
487,kristinestad,62.2743,21.376,7.28,74,76,4.89,FI,1683767728
488,aleksandrovsk-sakhalinskiy,50.8975,142.1561,2.94,77,100,4.63,RU,1683767729
489,campos belos,-13.0367,-46.7717,22.65,54,6,0.47,BR,1683767729
490,mahanoro,-19.9,48.8,21.37,91,100,1.99,MG,1683767733
491,baiti,13.745,-14.7482,29.53,38,9,5.47,SN,1683767733
492,fallsburg,41.732,-74.6013,14.21,52,0,3.09,US,1683767735
493,flin flon,54.7682,-101.865,13.55,77,100,2.99,CA,1683767740
494,vikhorevka,56.1201,101.1636,6.77,44,4,2.37,RU,1683767740
495,shizunai-furukawacho,42.3339,142.3669,8.56,60,6,9.26,JP,1683767741
496,elmali,36.7358,29.9177,13.61,79,100,1.34,TR,1683767741
497,dryden,49.7833,-92.7503,17.69,72,8,2.81,CA,1683767742
498,xique xique,-10.8217,-42.7311,27.44,58,92,0.95,BR,1683767698
499,balsas,-7.5325,-46.0356,26.56,61,59,1.4,BR,1683767772
500,lucea,18.451,-78.1736,28.92,76,36,2.59,JM,1683767778
501,bela,25.9333,81.9833,29.04,11,0,1.81,IN,1683767778
502,semirara,12.0697,121.3986,28.59,79,100,7.46,PH,1683767778
503,markaz-e hukumat-e darweshan,31.1323,64.1934,27.81,11,100,1.02,AF,1683767778
504,nuuk,64.1835,-51.7216,2.71,87,100,5.81,GL,1683767779
505,mancio lima,-7.6142,-72.8958,22.93,90,78,0.84,BR,1683767779
506,as sanad,34.4628,9.264,16.5,71,24,2.2,TN,1683767780
507,new norfolk,-42.7826,147.0587,12.18,70,5,1.25,AU,1683767781
508,el bauga,18.262,33.9081,26.56,9,44,4.08,SD,1683767782
509,sinop,41.7711,34.8709,6.26,98,100,1.37,TR,1683767782
510,konarka,19.9,86.1167,28.22,77,100,2.61,IN,1683767783
511,turpan,42.9333,89.1667,26.11,13,18,1.09,CN,1683767783
512,petawawa,45.9001,-77.3328,16.77,39,75,1.03,CA,1683767783
513,waitara,-38.925,174.25,11.79,72,100,7.31,NZ,1683767784
514,alghero,40.5589,8.3181,15.05,82,0,2.06,IT,1683767785
515,villa gesell,-37.2639,-56.973,12.25,63,69,6.53,AR,1683767785
516,ad dilinjat,30.8279,30.5363,16.61,82,97,3.99,EG,1683767787
517,alesund,62.4723,6.1549,11.53,90,100,4.12,NO,1683767551
518,suntar,62.1444,117.6319,2.96,54,100,1.56,RU,1683767788
519,bengkulu,-3.8004,102.2655,26.72,79,82,1.6,ID,1683767788
520,hengchun,22.0042,120.7439,25.39,61,3,4.54,TW,1683767789
521,deschutes river woods,43.9915,-121.3584,16.33,51,0,1.34,US,1683767789
522,itaituba,-4.2761,-55.9836,24.44,92,100,0.58,BR,1683767790
523,chipata,-13.6333,32.65,13.63,78,89,1.88,ZM,1683767791
524,bodden town,19.2833,-81.25,29.0,77,0,2.57,KY,1683767791
525,alaghsas,17.0187,8.0168,29.58,14,92,8.65,NE,1683767791
526,ankang,32.68,109.0172,15.41,87,100,0.98,CN,1683767792
527,mishelevka,52.8575,103.1719,7.71,56,5,6.48,RU,1683767792
528,sola,-13.8833,167.55,27.89,71,6,7.78,VU,1683767792
529,vilhena,-12.7406,-60.1458,20.47,85,18,0.56,BR,1683767696
530,collie,-33.3667,116.15,13.68,52,58,0.63,AU,1683767793
531,victorica,-36.2151,-65.4359,14.15,39,100,4.48,AR,1683767793
532,behshahr,36.6923,53.5526,15.4,86,0,1.58,IR,1683767793
533,banlung,13.7468,107.0045,25.89,84,97,1.05,KH,1683767794
534,pamandzi,-12.7967,45.2794,24.88,94,0,3.09,YT,1683767794
535,xifeng,42.7372,124.7222,19.02,25,3,1.05,CN,1683767794
536,tuguegarao,17.6131,121.7269,27.72,71,90,1.55,PH,1683767795
537,prado,-17.3411,-39.2208,22.68,86,15,2.4,BR,1683767710
538,sinabang,2.4803,96.3801,28.08,79,100,3.48,ID,1683767795
539,serdar,38.9764,56.2757,19.09,61,100,6.46,TM,1683767796
540,galliano,29.4422,-90.2992,26.0,83,75,2.06,US,1683767796
541,gustavia,17.8962,-62.8498,26.9,73,100,4.02,BL,1683767804
542,puerto santa,-8.9906,-78.6456,21.97,85,5,2.97,PE,1683767804
543,maputo,-25.9653,32.5892,19.01,88,75,2.06,MZ,1683767804
544,bereket,39.2446,55.5154,19.03,56,100,2.99,TM,1683767804
545,ulsteinvik,62.3432,5.8487,11.53,88,100,2.68,NO,1683767805
546,zouerate,22.7187,-12.4521,31.55,12,34,3.4,MR,1683767805
547,bikenibeu village,1.3673,173.1241,30.98,70,40,4.63,KI,1683767805
548,shangmei,27.7428,111.2956,15.43,87,100,1.38,CN,1683767806
549,padang,-0.9492,100.3543,29.03,76,88,1.25,ID,1683767806
550,fale old settlement,-9.3852,-171.2468,29.29,73,4,7.92,TK,1683767806
551,illizi,26.4833,8.4667,19.89,31,0,2.86,DZ,1683767806
552,corod,45.9,27.6167,6.89,83,18,2.32,RO,1683767807
553,somerset,40.5668,-74.5496,19.25,51,0,0.45,US,1683767807
554,butembo,0.15,29.2833,14.65,94,100,1.18,CD,1683767808
555,shagonar,51.5333,92.8,7.94,62,38,1.52,RU,1683767809
556,saynshand,44.8824,110.1163,15.08,27,88,6.18,MN,1683767810
557,carolina beach,34.0352,-77.8936,21.12,79,6,6.46,US,1683767633
558,kenitra,34.261,-6.5802,12.42,85,28,2.87,MA,1683767815
559,vrangel',42.7297,133.0839,9.2,71,12,3.55,RU,1683767816
560,ishigaki,24.3448,124.1572,26.07,69,40,5.14,JP,1683767816
561,bashmakovo,53.2133,43.0342,6.57,64,100,3.06,RU,1683767816
562,bardai,11.65,7.2333,27.49,44,100,4.59,NG,1683767817
563,corner brook,48.9667,-57.9484,1.09,84,13,2.26,CA,1683767817
564,yemetsk,63.4721,41.7941,5.9,94,78,2.38,RU,1683767820
565,castillos,-34.1667,-53.8333,13.49,66,94,5.24,UY,1683767828
566,waingapu,-9.6567,120.2641,27.7,75,37,7.58,ID,1683767831
567,lamu,-2.2717,40.902,25.12,85,40,4.76,KE,1683767831
568,gao,16.6362,1.637,30.7,9,55,3.34,ML,1683767832
569,avrig,45.7167,24.3833,11.36,87,16,1.84,RO,1683767832
570,puerto aysen,-45.4,-72.7,11.61,99,99,1.99,CL,1683767833
571,kokoda,-8.8785,147.7407,29.53,75,70,1.88,PG,1683767833
572,kaisiadorys,54.8667,24.45,4.42,75,14,2.1,LT,1683767834
573,al wajh,26.2455,36.4525,20.97,78,0,2.06,SA,1683767835
574,hotan,37.0997,79.9269,15.94,15,0,2.08,CN,1683767835
575,ozu,33.5,132.55,22.32,48,100,1.7,JP,1683767835
576,zhosaly,45.4878,64.0781,23.85,26,96,2.04,KZ,1683767835
577,cabedelo,-6.9811,-34.8339,26.37,79,52,3.77,BR,1683767837
578,takoradi,4.8845,-1.7554,27.33,84,100,3.44,GH,1683767838
579,sakakah,29.9697,40.2064,23.89,22,70,6.18,SA,1683767774
580,sangamner,19.5667,74.2167,28.34,39,99,3.22,IN,1683767838
581,stephenville,32.2207,-98.2023,22.44,82,40,4.63,US,1683767838
